db_name	db_version	table_name	column_name	column_type	url	description
postgres	10	domain_udt_usage	udt_catalog	sql_identifier	https://www.postgresql.org/docs/10/infoschema-domain-udt-usage.html	Name of the database that the domain data type is defined in (always the current database)
postgres	11	domain_udt_usage	udt_catalog	sql_identifier	https://www.postgresql.org/docs/11/infoschema-domain-udt-usage.html	Name of the database that the domain data type is defined in (always the current database)
postgres	12	domain_udt_usage	udt_catalog	sql_identifier	https://www.postgresql.org/docs/12/infoschema-domain-udt-usage.html	Name of the database that the domain data type is defined in (always the current database)
postgres	13	domain_udt_usage	udt_catalog	sql_identifier	https://www.postgresql.org/docs/13/infoschema-domain-udt-usage.html	Name of the database that the domain data type is defined in (always the current database)
postgres	7.4	domain_udt_usage	udt_name	sql_identifier	https://www.postgresql.org/docs/7.4/infoschema-domain-udt-usage.html	Name of the domain data type
postgres	8.0	domain_udt_usage	udt_name	sql_identifier	https://www.postgresql.org/docs/8.0/infoschema-domain-udt-usage.html	Name of the domain data type
postgres	8.1	domain_udt_usage	udt_name	sql_identifier	https://www.postgresql.org/docs/8.1/infoschema-domain-udt-usage.html	Name of the domain data type
postgres	8.2	domain_udt_usage	udt_name	sql_identifier	https://www.postgresql.org/docs/8.2/infoschema-domain-udt-usage.html	Name of the domain data type
postgres	8.3	domain_udt_usage	udt_name	sql_identifier	https://www.postgresql.org/docs/8.3/infoschema-domain-udt-usage.html	Name of the domain data type
postgres	8.4	domain_udt_usage	udt_name	sql_identifier	https://www.postgresql.org/docs/8.4/infoschema-domain-udt-usage.html	Name of the domain data type
postgres	9.0	domain_udt_usage	udt_name	sql_identifier	https://www.postgresql.org/docs/9.0/infoschema-domain-udt-usage.html	Name of the domain data type
postgres	9.1	domain_udt_usage	udt_name	sql_identifier	https://www.postgresql.org/docs/9.1/infoschema-domain-udt-usage.html	Name of the domain data type
postgres	9.2	domain_udt_usage	udt_name	sql_identifier	https://www.postgresql.org/docs/9.2/infoschema-domain-udt-usage.html	Name of the domain data type
postgres	9.3	domain_udt_usage	udt_name	sql_identifier	https://www.postgresql.org/docs/9.3/infoschema-domain-udt-usage.html	Name of the domain data type
postgres	9.4	domain_udt_usage	udt_name	sql_identifier	https://www.postgresql.org/docs/9.4/infoschema-domain-udt-usage.html	Name of the domain data type
postgres	9.5	domain_udt_usage	udt_name	sql_identifier	https://www.postgresql.org/docs/9.5/infoschema-domain-udt-usage.html	Name of the domain data type
postgres	9.6	domain_udt_usage	udt_name	sql_identifier	https://www.postgresql.org/docs/9.6/infoschema-domain-udt-usage.html	Name of the domain data type
postgres	10	domain_udt_usage	udt_name	sql_identifier	https://www.postgresql.org/docs/10/infoschema-domain-udt-usage.html	Name of the domain data type
postgres	11	domain_udt_usage	udt_name	sql_identifier	https://www.postgresql.org/docs/11/infoschema-domain-udt-usage.html	Name of the domain data type
postgres	12	domain_udt_usage	udt_name	sql_identifier	https://www.postgresql.org/docs/12/infoschema-domain-udt-usage.html	Name of the domain data type
postgres	13	domain_udt_usage	udt_name	sql_identifier	https://www.postgresql.org/docs/13/infoschema-domain-udt-usage.html	Name of the domain data type
postgres	7.4	domain_udt_usage	udt_schema	sql_identifier	https://www.postgresql.org/docs/7.4/infoschema-domain-udt-usage.html	Name of the schema that the domain data type is defined in
postgres	8.0	domain_udt_usage	udt_schema	sql_identifier	https://www.postgresql.org/docs/8.0/infoschema-domain-udt-usage.html	Name of the schema that the domain data type is defined in
postgres	8.1	domain_udt_usage	udt_schema	sql_identifier	https://www.postgresql.org/docs/8.1/infoschema-domain-udt-usage.html	Name of the schema that the domain data type is defined in
postgres	8.2	domain_udt_usage	udt_schema	sql_identifier	https://www.postgresql.org/docs/8.2/infoschema-domain-udt-usage.html	Name of the schema that the domain data type is defined in
postgres	8.3	domain_udt_usage	udt_schema	sql_identifier	https://www.postgresql.org/docs/8.3/infoschema-domain-udt-usage.html	Name of the schema that the domain data type is defined in
postgres	8.4	domain_udt_usage	udt_schema	sql_identifier	https://www.postgresql.org/docs/8.4/infoschema-domain-udt-usage.html	Name of the schema that the domain data type is defined in
postgres	9.0	domain_udt_usage	udt_schema	sql_identifier	https://www.postgresql.org/docs/9.0/infoschema-domain-udt-usage.html	Name of the schema that the domain data type is defined in
postgres	9.1	domain_udt_usage	udt_schema	sql_identifier	https://www.postgresql.org/docs/9.1/infoschema-domain-udt-usage.html	Name of the schema that the domain data type is defined in
postgres	9.2	domain_udt_usage	udt_schema	sql_identifier	https://www.postgresql.org/docs/9.2/infoschema-domain-udt-usage.html	Name of the schema that the domain data type is defined in
postgres	9.3	domain_udt_usage	udt_schema	sql_identifier	https://www.postgresql.org/docs/9.3/infoschema-domain-udt-usage.html	Name of the schema that the domain data type is defined in
postgres	9.4	domain_udt_usage	udt_schema	sql_identifier	https://www.postgresql.org/docs/9.4/infoschema-domain-udt-usage.html	Name of the schema that the domain data type is defined in
postgres	9.5	domain_udt_usage	udt_schema	sql_identifier	https://www.postgresql.org/docs/9.5/infoschema-domain-udt-usage.html	Name of the schema that the domain data type is defined in
postgres	9.6	domain_udt_usage	udt_schema	sql_identifier	https://www.postgresql.org/docs/9.6/infoschema-domain-udt-usage.html	Name of the schema that the domain data type is defined in
postgres	10	domain_udt_usage	udt_schema	sql_identifier	https://www.postgresql.org/docs/10/infoschema-domain-udt-usage.html	Name of the schema that the domain data type is defined in
postgres	11	domain_udt_usage	udt_schema	sql_identifier	https://www.postgresql.org/docs/11/infoschema-domain-udt-usage.html	Name of the schema that the domain data type is defined in
postgres	12	domain_udt_usage	udt_schema	sql_identifier	https://www.postgresql.org/docs/12/infoschema-domain-udt-usage.html	Name of the schema that the domain data type is defined in
postgres	13	domain_udt_usage	udt_schema	sql_identifier	https://www.postgresql.org/docs/13/infoschema-domain-udt-usage.html	Name of the schema that the domain data type is defined in
postgres	7.4	domains	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/7.4/infoschema-domains.html	If the domain has a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	8.0	domains	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/8.0/infoschema-domains.html	If the domain has a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	8.1	domains	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/8.1/infoschema-domains.html	If the domain has a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	8.2	domains	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/8.2/infoschema-domains.html	If the domain has a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	8.3	domains	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/8.3/infoschema-domains.html	If the domain has a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	8.4	domains	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/8.4/infoschema-domains.html	If the domain has a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	9.0	domains	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/9.0/infoschema-domains.html	If the domain has a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	9.1	domains	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/9.1/infoschema-domains.html	If the domain has a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	9.2	domains	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/9.2/infoschema-domains.html	If the domain has a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	9.3	domains	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/9.3/infoschema-domains.html	If the domain has a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	9.4	domains	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/9.4/infoschema-domains.html	If the domain has a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	9.5	domains	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/9.5/infoschema-domains.html	If the domain has a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	9.6	domains	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/9.6/infoschema-domains.html	If the domain has a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	10	domains	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/10/infoschema-domains.html	If the domain has a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	11	domains	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/11/infoschema-domains.html	If the domain has a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	12	domains	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/12/infoschema-domains.html	If the domain has a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	13	domains	character_maximum_length	cardinal_number	https://www.postgresql.org/docs/13/infoschema-domains.html	If the domain has a character or bit string type, the declared maximum length; null for all other data types or if no maximum length was declared
postgres	7.4	domains	character_octet_length	cardinal_number	https://www.postgresql.org/docs/7.4/infoschema-domains.html	If the domain has a character type, the maximum possible length in octets (bytes) of a datum (this should not be of concern to PostgreSQL users); null for all other data types
postgres	8.0	domains	character_octet_length	cardinal_number	https://www.postgresql.org/docs/8.0/infoschema-domains.html	If the domain has a character type, the maximum possible length in octets (bytes) of a datum (this should not be of concern to PostgreSQL users); null for all other data types
postgres	8.1	domains	character_octet_length	cardinal_number	https://www.postgresql.org/docs/8.1/infoschema-domains.html	If the domain has a character type, the maximum possible length in octets (bytes) of a datum (this should not be of concern to PostgreSQL users); null for all other data types
postgres	8.2	domains	character_octet_length	cardinal_number	https://www.postgresql.org/docs/8.2/infoschema-domains.html	If the domain has a character type, the maximum possible length in octets (bytes) of a datum (this should not be of concern to PostgreSQL users); null for all other data types
postgres	8.3	domains	character_octet_length	cardinal_number	https://www.postgresql.org/docs/8.3/infoschema-domains.html	If the domain has a character type, the maximum possible length in octets (bytes) of a datum (this should not be of concern to PostgreSQL users); null for all other data types
postgres	8.4	domains	character_octet_length	cardinal_number	https://www.postgresql.org/docs/8.4/infoschema-domains.html	If the domain has a character type, the maximum possible length in octets (bytes) of a datum (this should not be of concern to PostgreSQL users); null for all other data types
postgres	9.0	domains	character_octet_length	cardinal_number	https://www.postgresql.org/docs/9.0/infoschema-domains.html	If the domain has a character type, the maximum possible length in octets (bytes) of a datum; null for all other data types. The maximum octet length depends on the declared character maximum length (see above) and the server encoding
postgres	9.1	domains	character_octet_length	cardinal_number	https://www.postgresql.org/docs/9.1/infoschema-domains.html	If the domain has a character type, the maximum possible length in octets (bytes) of a datum; null for all other data types. The maximum octet length depends on the declared character maximum length (see above) and the server encoding
postgres	9.2	domains	character_octet_length	cardinal_number	https://www.postgresql.org/docs/9.2/infoschema-domains.html	If the domain has a character type, the maximum possible length in octets (bytes) of a datum; null for all other data types. The maximum octet length depends on the declared character maximum length (see above) and the server encoding
postgres	9.3	domains	character_octet_length	cardinal_number	https://www.postgresql.org/docs/9.3/infoschema-domains.html	If the domain has a character type, the maximum possible length in octets (bytes) of a datum; null for all other data types. The maximum octet length depends on the declared character maximum length (see above) and the server encoding
postgres	9.4	domains	character_octet_length	cardinal_number	https://www.postgresql.org/docs/9.4/infoschema-domains.html	If the domain has a character type, the maximum possible length in octets (bytes) of a datum; null for all other data types. The maximum octet length depends on the declared character maximum length (see above) and the server encoding
postgres	9.5	domains	character_octet_length	cardinal_number	https://www.postgresql.org/docs/9.5/infoschema-domains.html	If the domain has a character type, the maximum possible length in octets (bytes) of a datum; null for all other data types. The maximum octet length depends on the declared character maximum length (see above) and the server encoding
postgres	9.6	domains	character_octet_length	cardinal_number	https://www.postgresql.org/docs/9.6/infoschema-domains.html	If the domain has a character type, the maximum possible length in octets (bytes) of a datum; null for all other data types. The maximum octet length depends on the declared character maximum length (see above) and the server encoding
postgres	10	domains	character_octet_length	cardinal_number	https://www.postgresql.org/docs/10/infoschema-domains.html	If the domain has a character type, the maximum possible length in octets (bytes) of a datum; null for all other data types. The maximum octet length depends on the declared character maximum length (see above) and the server encoding
postgres	11	domains	character_octet_length	cardinal_number	https://www.postgresql.org/docs/11/infoschema-domains.html	If the domain has a character type, the maximum possible length in octets (bytes) of a datum; null for all other data types. The maximum octet length depends on the declared character maximum length (see above) and the server encoding
postgres	12	domains	character_octet_length	cardinal_number	https://www.postgresql.org/docs/12/infoschema-domains.html	If the domain has a character type, the maximum possible length in octets (bytes) of a datum; null for all other data types. The maximum octet length depends on the declared character maximum length (see above) and the server encoding
postgres	13	domains	character_octet_length	cardinal_number	https://www.postgresql.org/docs/13/infoschema-domains.html	If the domain has a character type, the maximum possible length in octets (bytes) of a datum; null for all other data types. The maximum octet length depends on the declared character maximum length (see above) and the server encoding
postgres	7.4	domains	character_set_catalog	sql_identifier	https://www.postgresql.org/docs/7.4/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.0	domains	character_set_catalog	sql_identifier	https://www.postgresql.org/docs/8.0/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.1	domains	character_set_catalog	sql_identifier	https://www.postgresql.org/docs/8.1/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.2	domains	character_set_catalog	sql_identifier	https://www.postgresql.org/docs/8.2/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.3	domains	character_set_catalog	sql_identifier	https://www.postgresql.org/docs/8.3/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.4	domains	character_set_catalog	sql_identifier	https://www.postgresql.org/docs/8.4/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.0	domains	character_set_catalog	sql_identifier	https://www.postgresql.org/docs/9.0/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.1	domains	character_set_catalog	sql_identifier	https://www.postgresql.org/docs/9.1/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.2	domains	character_set_catalog	sql_identifier	https://www.postgresql.org/docs/9.2/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.3	domains	character_set_catalog	sql_identifier	https://www.postgresql.org/docs/9.3/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.4	domains	character_set_catalog	sql_identifier	https://www.postgresql.org/docs/9.4/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.5	domains	character_set_catalog	sql_identifier	https://www.postgresql.org/docs/9.5/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.6	domains	character_set_catalog	sql_identifier	https://www.postgresql.org/docs/9.6/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	10	domains	character_set_catalog	sql_identifier	https://www.postgresql.org/docs/10/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	11	domains	character_set_catalog	sql_identifier	https://www.postgresql.org/docs/11/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	12	domains	character_set_catalog	sql_identifier	https://www.postgresql.org/docs/12/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	13	domains	character_set_catalog	sql_identifier	https://www.postgresql.org/docs/13/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	7.4	domains	character_set_name	sql_identifier	https://www.postgresql.org/docs/7.4/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.0	domains	character_set_name	sql_identifier	https://www.postgresql.org/docs/8.0/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.1	domains	character_set_name	sql_identifier	https://www.postgresql.org/docs/8.1/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.2	domains	character_set_name	sql_identifier	https://www.postgresql.org/docs/8.2/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.3	domains	character_set_name	sql_identifier	https://www.postgresql.org/docs/8.3/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.4	domains	character_set_name	sql_identifier	https://www.postgresql.org/docs/8.4/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.0	domains	character_set_name	sql_identifier	https://www.postgresql.org/docs/9.0/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.1	domains	character_set_name	sql_identifier	https://www.postgresql.org/docs/9.1/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.2	domains	character_set_name	sql_identifier	https://www.postgresql.org/docs/9.2/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.3	domains	character_set_name	sql_identifier	https://www.postgresql.org/docs/9.3/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.4	domains	character_set_name	sql_identifier	https://www.postgresql.org/docs/9.4/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.5	domains	character_set_name	sql_identifier	https://www.postgresql.org/docs/9.5/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.6	domains	character_set_name	sql_identifier	https://www.postgresql.org/docs/9.6/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	10	domains	character_set_name	sql_identifier	https://www.postgresql.org/docs/10/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	11	domains	character_set_name	sql_identifier	https://www.postgresql.org/docs/11/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	12	domains	character_set_name	sql_identifier	https://www.postgresql.org/docs/12/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	13	domains	character_set_name	sql_identifier	https://www.postgresql.org/docs/13/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	7.4	domains	character_set_schema	sql_identifier	https://www.postgresql.org/docs/7.4/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.0	domains	character_set_schema	sql_identifier	https://www.postgresql.org/docs/8.0/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.1	domains	character_set_schema	sql_identifier	https://www.postgresql.org/docs/8.1/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.2	domains	character_set_schema	sql_identifier	https://www.postgresql.org/docs/8.2/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.3	domains	character_set_schema	sql_identifier	https://www.postgresql.org/docs/8.3/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.4	domains	character_set_schema	sql_identifier	https://www.postgresql.org/docs/8.4/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.0	domains	character_set_schema	sql_identifier	https://www.postgresql.org/docs/9.0/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.1	domains	character_set_schema	sql_identifier	https://www.postgresql.org/docs/9.1/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.2	domains	character_set_schema	sql_identifier	https://www.postgresql.org/docs/9.2/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.3	domains	character_set_schema	sql_identifier	https://www.postgresql.org/docs/9.3/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.4	domains	character_set_schema	sql_identifier	https://www.postgresql.org/docs/9.4/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.5	domains	character_set_schema	sql_identifier	https://www.postgresql.org/docs/9.5/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.6	domains	character_set_schema	sql_identifier	https://www.postgresql.org/docs/9.6/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	10	domains	character_set_schema	sql_identifier	https://www.postgresql.org/docs/10/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	11	domains	character_set_schema	sql_identifier	https://www.postgresql.org/docs/11/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	12	domains	character_set_schema	sql_identifier	https://www.postgresql.org/docs/12/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	13	domains	character_set_schema	sql_identifier	https://www.postgresql.org/docs/13/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	7.4	domains	collation_catalog	sql_identifier	https://www.postgresql.org/docs/7.4/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.0	domains	collation_catalog	sql_identifier	https://www.postgresql.org/docs/8.0/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.1	domains	collation_catalog	sql_identifier	https://www.postgresql.org/docs/8.1/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.2	domains	collation_catalog	sql_identifier	https://www.postgresql.org/docs/8.2/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.3	domains	collation_catalog	sql_identifier	https://www.postgresql.org/docs/8.3/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.4	domains	collation_catalog	sql_identifier	https://www.postgresql.org/docs/8.4/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.0	domains	collation_catalog	sql_identifier	https://www.postgresql.org/docs/9.0/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.2	domains	collation_catalog	sql_identifier	https://www.postgresql.org/docs/9.2/infoschema-domains.html	Name of the database containing the collation of the domain (always the current database), null if default or the data type of the domain is not collatable
postgres	9.3	domains	collation_catalog	sql_identifier	https://www.postgresql.org/docs/9.3/infoschema-domains.html	Name of the database containing the collation of the domain (always the current database), null if default or the data type of the domain is not collatable
postgres	9.4	domains	collation_catalog	sql_identifier	https://www.postgresql.org/docs/9.4/infoschema-domains.html	Name of the database containing the collation of the domain (always the current database), null if default or the data type of the domain is not collatable
postgres	9.5	domains	collation_catalog	sql_identifier	https://www.postgresql.org/docs/9.5/infoschema-domains.html	Name of the database containing the collation of the domain (always the current database), null if default or the data type of the domain is not collatable
postgres	9.6	domains	collation_catalog	sql_identifier	https://www.postgresql.org/docs/9.6/infoschema-domains.html	Name of the database containing the collation of the domain (always the current database), null if default or the data type of the domain is not collatable
postgres	10	domains	collation_catalog	sql_identifier	https://www.postgresql.org/docs/10/infoschema-domains.html	Name of the database containing the collation of the domain (always the current database), null if default or the data type of the domain is not collatable
postgres	11	domains	collation_catalog	sql_identifier	https://www.postgresql.org/docs/11/infoschema-domains.html	Name of the database containing the collation of the domain (always the current database), null if default or the data type of the domain is not collatable
postgres	12	domains	collation_catalog	sql_identifier	https://www.postgresql.org/docs/12/infoschema-domains.html	Name of the database containing the collation of the domain (always the current database), null if default or the data type of the domain is not collatable
postgres	13	domains	collation_catalog	sql_identifier	https://www.postgresql.org/docs/13/infoschema-domains.html	Name of the database containing the collation of the domain (always the current database), null if default or the data type of the domain is not collatable
postgres	9.1	domains	collation_catalog	sql_identifier	https://www.postgresql.org/docs/9.1/infoschema-domains.html	Not yet implemented
postgres	7.4	domains	collation_name	sql_identifier	https://www.postgresql.org/docs/7.4/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.0	domains	collation_name	sql_identifier	https://www.postgresql.org/docs/8.0/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.1	domains	collation_name	sql_identifier	https://www.postgresql.org/docs/8.1/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.2	domains	collation_name	sql_identifier	https://www.postgresql.org/docs/8.2/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.3	domains	collation_name	sql_identifier	https://www.postgresql.org/docs/8.3/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.4	domains	collation_name	sql_identifier	https://www.postgresql.org/docs/8.4/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.0	domains	collation_name	sql_identifier	https://www.postgresql.org/docs/9.0/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.2	domains	collation_name	sql_identifier	https://www.postgresql.org/docs/9.2/infoschema-domains.html	Name of the collation of the domain, null if default or the data type of the domain is not collatable
postgres	9.3	domains	collation_name	sql_identifier	https://www.postgresql.org/docs/9.3/infoschema-domains.html	Name of the collation of the domain, null if default or the data type of the domain is not collatable
postgres	9.4	domains	collation_name	sql_identifier	https://www.postgresql.org/docs/9.4/infoschema-domains.html	Name of the collation of the domain, null if default or the data type of the domain is not collatable
postgres	9.5	domains	collation_name	sql_identifier	https://www.postgresql.org/docs/9.5/infoschema-domains.html	Name of the collation of the domain, null if default or the data type of the domain is not collatable
postgres	9.6	domains	collation_name	sql_identifier	https://www.postgresql.org/docs/9.6/infoschema-domains.html	Name of the collation of the domain, null if default or the data type of the domain is not collatable
postgres	10	domains	collation_name	sql_identifier	https://www.postgresql.org/docs/10/infoschema-domains.html	Name of the collation of the domain, null if default or the data type of the domain is not collatable
postgres	11	domains	collation_name	sql_identifier	https://www.postgresql.org/docs/11/infoschema-domains.html	Name of the collation of the domain, null if default or the data type of the domain is not collatable
postgres	12	domains	collation_name	sql_identifier	https://www.postgresql.org/docs/12/infoschema-domains.html	Name of the collation of the domain, null if default or the data type of the domain is not collatable
postgres	13	domains	collation_name	sql_identifier	https://www.postgresql.org/docs/13/infoschema-domains.html	Name of the collation of the domain, null if default or the data type of the domain is not collatable
postgres	9.1	domains	collation_name	sql_identifier	https://www.postgresql.org/docs/9.1/infoschema-domains.html	Not yet implemented
postgres	7.4	domains	collation_schema	sql_identifier	https://www.postgresql.org/docs/7.4/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.0	domains	collation_schema	sql_identifier	https://www.postgresql.org/docs/8.0/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.1	domains	collation_schema	sql_identifier	https://www.postgresql.org/docs/8.1/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.2	domains	collation_schema	sql_identifier	https://www.postgresql.org/docs/8.2/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.3	domains	collation_schema	sql_identifier	https://www.postgresql.org/docs/8.3/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	8.4	domains	collation_schema	sql_identifier	https://www.postgresql.org/docs/8.4/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.0	domains	collation_schema	sql_identifier	https://www.postgresql.org/docs/9.0/infoschema-domains.html	Applies to a feature not available in PostgreSQL
postgres	9.2	domains	collation_schema	sql_identifier	https://www.postgresql.org/docs/9.2/infoschema-domains.html	Name of the schema containing the collation of the domain, null if default or the data type of the domain is not collatable
postgres	9.3	domains	collation_schema	sql_identifier	https://www.postgresql.org/docs/9.3/infoschema-domains.html	Name of the schema containing the collation of the domain, null if default or the data type of the domain is not collatable
postgres	9.4	domains	collation_schema	sql_identifier	https://www.postgresql.org/docs/9.4/infoschema-domains.html	Name of the schema containing the collation of the domain, null if default or the data type of the domain is not collatable
postgres	9.5	domains	collation_schema	sql_identifier	https://www.postgresql.org/docs/9.5/infoschema-domains.html	Name of the schema containing the collation of the domain, null if default or the data type of the domain is not collatable
postgres	9.6	domains	collation_schema	sql_identifier	https://www.postgresql.org/docs/9.6/infoschema-domains.html	Name of the schema containing the collation of the domain, null if default or the data type of the domain is not collatable
postgres	10	domains	collation_schema	sql_identifier	https://www.postgresql.org/docs/10/infoschema-domains.html	Name of the schema containing the collation of the domain, null if default or the data type of the domain is not collatable
postgres	11	domains	collation_schema	sql_identifier	https://www.postgresql.org/docs/11/infoschema-domains.html	Name of the schema containing the collation of the domain, null if default or the data type of the domain is not collatable
postgres	12	domains	collation_schema	sql_identifier	https://www.postgresql.org/docs/12/infoschema-domains.html	Name of the schema containing the collation of the domain, null if default or the data type of the domain is not collatable
postgres	13	domains	collation_schema	sql_identifier	https://www.postgresql.org/docs/13/infoschema-domains.html	Name of the schema containing the collation of the domain, null if default or the data type of the domain is not collatable
postgres	9.1	domains	collation_schema	sql_identifier	https://www.postgresql.org/docs/9.1/infoschema-domains.html	Not yet implemented
postgres	7.4	domains	data_type	character_data	https://www.postgresql.org/docs/7.4/infoschema-domains.html	Data type of the domain, if it is a built-in type, or ARRAY if it is some array (in that case, see the view element_types), else USER-DEFINED (in that case, the type is identified in udt_name and associated columns)
